GeneID	Chr	Start	End	Strand
RNA5SP384	14	49552633	49552748	+
RNA5SP385	14	51692752	51692861	+
RNA5SP386	14	67657105	67657211	-
RNA5SP387	14	75604173	75604278	+
RNA5SP388	14	78177803	78177921	-
RNA5SP389	14	106636672	106636786	+
RNA5SP390	15	25738508	25738620	+
RNA5SP391	15	27280318	27280436	-
RNA5SP392	15	40331537	40331648	-
RNA5SP393	15	41851913	41852029	-
RNA5SP394	15	49982443	49982561	+
RNA5SP395	15	50463381	50463498	+
RNA5SP396	15	59574103	59574222	-
RNA5SP397	15	60736769	60736886	+
RNA5SP399	15	71858570	71858686	+
RNA5SP400	15	86138269	86138379	-
RNA5SP401	15	97472126	97472252	-
RNA5SP402	15	100074081	100074190	-
RNA5SP403	16	9564390	9564497	-
RNA5SP404	16	9600097	9600228	+
RNA5SP405	16	26028912	26029025	+
RNA5-8SP2	16	34162959	34163110	+
RNA5SP406	16	35734393	35734504	+
RNA5SP407	16	35734639	35734748	+
RNA5SP408	16	35735372	35735471	+
RNA5SP409	16	35735625	35735733	+
RNA5SP410	16	35745989	35746094	+
RNA5SP411	16	35746523	35746636	+
RNA5SP412	16	35746772	35746894	+
RNA5SP413	16	35747032	35747140	+
RNA5SP414	16	35748520	35748655	+
RNA5SP415	16	35750061	35750175	+
RNA5SP416	16	35751574	35751684	+
RNA5SP417	16	35751828	35751935	+
RNA5SP418	16	35752826	35752942	+
RNA5SP419	16	35753796	35753930	+
RNA5SP420	16	35754046	35754182	+
RNA5SP421	16	35754555	35754688	+
RNA5SP422	16	35754923	35755033	+
RNA5SP423	16	35755177	35755285	+
5S_rRNA	16	47450347	47450461	-
RNA5SP425	16	47505432	47505543	+
RNA5SP426	16	50869455	50869575	-
RNA5SP427	16	53337453	53337571	+
RNA5SP428	16	66301809	66301940	+
RNA5SP429	16	68742480	68742588	+
RNA5SP430	16	75861048	75861157	-
RNA5SP431	16	79264454	79264573	+
RNA5SP432	16	84039918	84040033	-
RNA5SP433	16	84262815	84262928	-
RNA5SP434	17	4056756	4056876	-
RNA5SP435	17	6600944	6601051	-
RNA5SP436	17	15782341	15782455	+
RNA5SP437	17	31963805	31963933	-
RNA5SP438	17	34120056	34120167	-
RNA5SP439	17	36491199	36491322	-
5S_rRNA	17	37940704	37940790	-
RNA5SP526	17	38144201	38144287	-
RNA5SP440	17	38731802	38731920	-
RNA5SP441	17	40374089	40374176	+
RNA5SP442	17	41718154	41718260	+
RNA5SP443	17	45327366	45327497	-
RNA5SP444	17	66267743	66267848	+
RNA5SP445	17	66639269	66639383	+
RNA5SP446	17	66895491	66895572	+
RNA5SP447	17	67268110	67268228	+
RNA5SP448	17	74417594	74417704	-
RNA5SP449	18	9844717	9844846	-
RNA5SP450	18	9923920	9924021	+
RNA5SP451	18	21928985	21929094	-
RNA5SP452	18	24170505	24170623	-
RNA5SP453	18	32176050	32176168	-
RNA5SP454	18	42270589	42270715	+
RNA5SP455	18	44071583	44071701	+
RNA5SP456	18	48475487	48475600	-
RNA5SP457	18	49946266	49946389	-
RNA5SP458	18	50319002	50319120	+
RNA5SP459	18	55146546	55146645	-
RNA5SP460	18	72751952	72752051	+
RNA5SP461	18	77863464	77863567	-
RNA5SP462	19	453134	453245	+
5S_rRNA	19	7886977	7887096	-
RNA5SP464	19	11996809	11996916	+
RNA5SP465	19	12027913	12028021	-
RNA5SP466	19	12070164	12070271	+
RNA5SP467	19	12106497	12106614	+
RNA5SP468	19	17972025	17972117	+
RNA5SP469	19	21113128	21113236	-
RNA5-8SP4	19	24004358	24004507	-
RNA5SP470	19	29001670	29001775	+
RNA5SP471	19	31655356	31655461	-
RNA5SP472	19	32243965	32244083	-
RNA5SP473	19	58363438	58363562	+
RNA5SP474	20	5098387	5098476	-
RNA5-8SP7	20	5346006	5346160	-
RNA5SP475	20	15280764	15280873	-
RNA5SP476	20	18433842	18433944	+
RNA5SP477	20	21138956	21139074	-
RNA5SP478	20	23160857	23160971	-
RNA5SP479	20	23380896	23381012	-
5_8S_rRNA	20	29297095	29297246	-
5_8S_rRNA	20	29741510	29741661	-
RNA5SP532	20	29874059	29874177	+
5_8S_rRNA	20	30484925	30485076	-
RNA5SP528	20	30816156	30816274	-
RNA5SP480	20	31356870	31356978	+
RNA5SP481	20	32008351	32008472	+
RNA5SP482	20	32050588	32050705	+
RNA5SP483	20	35195306	35195423	+
RNA5SP484	20	40854119	40854229	-
RNA5SP485	20	45559758	45559876	-
RNA5SP486	20	47873191	47873273	+
RNA5SP487	20	56205052	56205173	-
RNA5-8SN2	21	8212572	8212724	+
5_8S_rRNA	21	8256781	8256933	+
RNA5-8SN3	21	8395607	8395759	+
RNA5-8SN1	21	8439823	8439975	+
RNA5SP488	21	14070871	14070986	+
RNA5SP489	21	25202207	25202315	+
RNA5SP490	21	32563075	32563210	+
RNA5SP491	21	36851911	36852028	+
RNA5SP492	21	42221173	42221286	+
5_8S_rRNA	22	11249809	11249959	-
RNA5SP493	22	21792434	21792524	+
RNA5SP494	22	25715041	25715169	-
RNA5SP495	22	26390667	26390776	-
RNA5SP496	22	31305404	31305512	+
RNA5SP497	22	32635102	32635198	-
RNA5SP498	X	1300256	1300375	-
RNA5SP499	X	9133828	9133946	+
RNA5SP500	X	28982852	28982970	-
RNA5SP501	X	32102065	32102176	+
RNA5SP502	X	41292798	41292916	+
RNA5SP503	X	48206258	48206374	+
RNA5SP504	X	52665231	52665347	+
RNA5SP505	X	53909054	53909161	+
5S_rRNA	X	69672479	69672597	+
RNA5SP507	X	70253042	70253162	+
RNA5SP508	X	76655009	76655127	-
RNA5SP509	X	77066709	77066827	+
RNA5SP510	X	95582064	95582162	+
RNA5SP511	X	103850797	103850911	-
RNA5SP512	X	111669829	111669948	-
RNA5SP513	X	129436530	129436647	-
RNA5SP514	X	131938846	131938956	-
RNA5SP515	X	135428168	135428285	-
RNA5SP516	X	142411053	142411171	+
RNA5SP517	X	146427456	146427572	-
RNA5SP524	X	148008100	148008215	-
RNA5SP525	X	151026295	151026406	-
RNA5SP498	Y	1300256	1300375	-
RNA5SP518	Y	10090410	10090528	-
RNA5SP519	Y	10092875	10092993	-
RNA5-8SP6	Y	10200155	10200306	+
RNA5SP520	Y	17557864	17557976	+
RNA5SP521	Y	17559774	17559889	+
RNA5SP522	Y	18346123	18346238	-
RNA5SP523	Y	18348035	18348147	-
MT-RNR1	M	648	1601	+
MT-RNR2	M	1671	3229	+
